np_classifier_class,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Isoquinoline alkaloids,285.14,286.6275187,0.994810273,4,2,52.93,0,5,0,4,0,22,0,5,1,0.703,5.274,0.529,124.615,2.589,0,0,0,0,-2.095492366,0.914748518,0.665013631,202.6760572,291.3720752,9.504427956,7.797116819,-4.994243008,-4.773251361,0.173918903,0.00056799,0.93476063,0.004051864,0.518188179,0.911239311,0.964313559,0.005244722,0.055001572,0.023710649,0.14647536,0.993377268,0.93148011,22.84887706,0.360032943,71.21273092,0.000165215,0.167687163,0.00023742,0.999469459,0.000203002,0.967147529,0.057781786,0.972560108,0.003095308,0.040511761,3.61E-05,0.964803636,0.00011217,0.292463779,23.23682321,2.609052803,0.7667127,3.412506728,4.995241439,4.168633185,0.167099565,0.465005338,0.051752824,0.535291314,0.623074412,0.641317427,0.416570425,0.446489364,0.000473339,0.219759852,0.878265977,0.503531575,0.384926111,0.740383327,0.103110872,0.192885384,0.61328882,0.039350379,0.080442436,0.344373912,0.006585521,0.069316521,0.002062494,0.001216067,0.183281556,0.001076335,4.71E-05,0.003091705,0.010625018,0.0048776,0.000441453,0.009949421
Isoquinoline alkaloids,348.12,352.7376213,0.98690919,5,0,40.8,2,5,21,5,1,25,0.08,0,1,0.409,2.687,0.19,54.08,0.957,0,1,0,0,-5.402000321,3.088280875,3.231630163,226.8704389,412.8585726,10.01251439,4.873882136,-4.942461148,-4.726545394,0.32487008,5.55E-05,0.999358237,0.017543912,0.375288725,0.227476537,0.989205952,0.000133803,0.000322607,0.020706929,0.658025742,0.007364159,0.983997822,51.01145891,-0.047735329,48.8954247,0.999307513,0.999935031,0.999947548,0.999051273,0.008643238,0.99853611,0.652280748,0.996928275,0.999981284,0.92356956,0.99624002,0.751206696,0.248907,0.204532191,4.179602512,0.632031109,2.140753446,4.302839528,5.774555648,5.321709595,0.407928079,0.570768595,0.725512803,0.755497873,0.808282137,0.903651655,0.910664916,0.86372447,0.004062581,0.939852357,0.924415171,0.144477904,0.495705158,0.151585102,0.128086865,0.32976523,0.993418872,0.173598692,0.013509977,0.82973963,0.999628663,0.177189827,0.563148499,0.210021615,0.754749835,0.101330861,0.004165502,0.959453106,0.224710569,0.652423561,0.992828667,0.979702771
Anthraquinones and anthrones,195.07,209.0666649,0.933051666,2,0,29.96,0,3,13,2,0,16,0,0,0,0.552,2.053,0.077,30,0.491,0,0,0,1,-3.945517269,3.010994962,2.95173544,109.8591199,301.1676105,8.05749231,4.232071147,-4.333498248,-4.499383633,0.120729692,0.977503181,0.056017887,0.019904494,0.017907023,0.33831352,0.772460416,0.907295585,0.948701441,0.349924177,0.975163043,0.367664754,0.747442067,98.05646875,0.005448103,1.663899807,0.999858975,0.993768454,0.399376124,0.330045044,0.33888343,0.037381217,0.591623664,0.030524794,0.273738861,0.319746107,0.031666186,0.016772825,0.994175255,0.980172336,4.628164506,1.289416789,1.674896088,4.029478923,4.669361166,4.541575171,0.133445218,0.543313265,0.853613436,0.823397875,0.452986449,0.297641128,0.826798737,0.766791046,0.163468331,0.980623364,0.820700169,0.703743696,0.829885423,0.354644209,0.721031308,0.534042716,0.403794616,0.085754842,0.28467828,0.310524106,0.841260076,0.123451933,0.006641475,0.235797092,0.421186626,0.069163226,0.032036189,0.278343946,0.058963642,0.10663525,0.657597482,0.788775682
Flavonols,388.12,378.0369306,1.026672181,8,1,96.59,6,3,10,8,0,18,0.333333333,0,0,0.688,2.382,0.25,20,1.033,0,0,0,0,-3.808611176,2.644235089,2.428050933,163.9009598,304.4648396,7.418079457,5.366290784,-4.911947431,-4.657001449,0.015512188,0.994534016,0.091556519,0.062451959,0.008376181,0.060557485,0.94024023,0.801024258,0.998556912,0.996460617,0.999226213,0.016451702,0.759342611,94.54505999,-0.209857781,4.363694857,0.989809632,0.999883533,0.682360113,0.970945716,0.689103305,0.994876921,0.005891898,0.997952938,0.99753499,0.685279846,0.001607289,0.000501428,0.850992024,0.864673436,5.055695037,1.042234315,1.47549897,3.618651697,4.64337526,3.914396468,0.101151988,0.499374211,0.854411662,0.429483086,0.406275988,0.503790975,0.373246253,0.793509305,0.454930335,0.957116663,0.73102957,0.43937853,0.252233148,0.168316707,0.371680737,0.165918797,0.329108626,0.116895966,0.171079859,0.361377686,0.966287196,0.486682922,0.073233396,0.441944927,0.660087645,0.02920628,0.028742259,0.699733734,0.720889747,0.320820838,0.937960684,0.881605268
Flavones,300.06,291.2725358,1.030169216,6,3,100.13,2,3,10,6,0,18,0.111111111,0,0,0.672,2.346,0.062,18,1.345,0,0,0,0,-3.959622326,2.298574455,2.626927498,276.9675091,395.8952466,7.842488697,4.37833524,-4.994415626,-4.805655441,0.231945038,0.01726638,0.535571814,0.026628733,0.452869356,0.90727514,0.993111706,0.87719655,0.985304892,0.961010516,0.274244189,0.007499655,0.746376276,97.92763821,-0.611623543,1.617628747,0.999982715,0.979171693,0.28874588,0.001421434,0.008107366,0.96738565,0.992845953,0.999342501,0.933507144,0.031797495,0.39043963,7.24E-06,0.994763851,0.867338538,3.000358693,1.552993519,1.035088625,3.669023143,4.530236063,3.959836417,0.078376547,0.524179697,0.741034031,0.64538759,0.471859574,0.839508653,0.686979592,0.76819098,0.518157721,0.997951567,0.830844879,0.42321068,0.048427187,0.079101622,0.068091296,0.035914574,0.929103792,0.076586597,0.334528595,0.711090028,0.991832256,0.406086475,0.067562774,0.490179718,0.911491036,0.248409554,0.264564157,0.944466949,0.458820015,0.766726255,0.996629298,0.885123193
Anthraquinones and anthrones,284.03,271.3400916,1.046767539,6,3,111.9,1,3,14,6,0,19,0.052631579,0,0,0.625,2.235,0,38,1.057,0,0,0,0,-4.433741144,2.086986763,2.859999959,315.575405,384.026444,3.755422209,-0.390280245,-5.186760757,-4.737558052,0.999485016,0.028159289,0.099369861,0.293643832,0.014382899,0.335230589,0.896776825,0.955998123,0.998666644,0.018822603,0.053288229,2.46E-05,0.973834217,97.80993231,-0.78401149,1.61929081,0.565448463,0.068894543,0.111429513,3.94E-05,0.00237041,2.05E-06,1.02E-06,1.63E-05,0.002941333,3.43E-06,0.00274884,3.29E-07,0.999750197,0.040810168,1.699040404,1.542867439,1.020027867,3.298150068,4.487309728,3.838692367,0.017714124,0.097599827,0.988582969,0.899194896,0.501357615,0.253392965,0.857012033,0.640211403,7.96E-05,0.979083836,0.884828985,0.726939201,0.163809255,0.665578961,0.850847185,0.881557286,0.966060877,0.200398743,0.779820323,0.167392582,0.845222712,0.05407713,0.0061387,0.114049785,0.914271295,0.024111418,0.05185584,0.951608956,0.021710753,0.048903249,0.972394168,0.092567809
Anthraquinones and anthrones,446.12,421.652896,1.058026648,10,5,162.98,4,4,14,10,0,24,0.166666667,5,0,0.358,3.854,0.364,90,1.803,0,0,1,0,-3.271394144,2.032257688,1.515192357,214.3172533,321.2182061,6.911999335,4.854714595,-6.056556888,-5.232874677,0.993783057,0.002720342,0.405563056,0.972295802,0.307359755,0.990911068,0.996460542,0.223382935,0.996693015,0.348429233,0.060123757,9.29E-05,0.844680905,85.65488706,0.341633277,15.28228871,0.002909031,0.185309753,1.06E-07,0.00715071,6.72E-05,0.023957986,0.000166111,0.001575169,0.000522446,0.00014503,0.001288775,6.51E-11,0.974698007,0.151889771,2.721492121,2.171018664,0.881745714,3.523838403,5.181492084,4.319921181,0.043525521,0.387437522,0.942727923,0.916585386,0.350892305,0.251582623,0.482564956,0.616835058,1.40E-08,0.223462626,0.20398736,0.747156441,0.342170388,0.936279476,0.650995791,0.516993523,0.77318722,0.305743068,0.706547618,0.596198797,0.545805454,0.212198645,0.002815985,0.015421765,0.688150227,0.009126202,5.50E-06,0.544544697,0.001096754,0.003598099,0.42929253,0.117927849
Flavonols,302.04,282.7667775,1.06815943,7,5,131.36,1,3,10,7,0,18,0.055555556,0,0,0.343,2.566,0,19,1.681,0,0,0,0,-3.904309714,1.578080423,1.60735315,339.4672465,391.7595411,6.470180129,1.786989921,-6.1370015,-4.928081507,0.898271322,0.043573894,0.034573432,0.049322069,0.348507106,0.929294169,0.994862763,0.954137266,0.994920909,0.946723461,0.227541775,0.000645883,0.947307646,98.45262726,-0.936745798,1.272212021,0.966239691,0.098190442,0.042858347,0.000884479,0.232353732,0.533555448,0.001343395,0.638767123,0.913771808,2.09E-05,0.004961916,3.10E-08,0.987745225,0.786123693,8.552856613,1.761692892,1.062567144,3.756326503,4.451734976,3.995060461,0.04228384,0.438825518,0.79960674,0.59137392,0.471218109,0.62154907,0.794996858,0.548268735,0.139157951,0.99393636,0.609967232,0.391819388,0.009801049,0.148615867,0.053639468,0.021605583,0.953592062,0.031831313,0.51328373,0.510472357,0.974863052,0.416082531,0.193874478,0.930379331,0.993529022,0.977034569,0.840653598,0.975007534,0.91116482,0.759340584,0.998927057,0.963427305
Flavones,300.06,291.2725358,1.030169216,6,3,100.13,2,3,10,6,0,18,0.111111111,0,0,0.629,2.333,0.062,18,1.235,0,0,0,0,-4.459293449,2.410338494,2.652218544,278.4999996,374.6653774,7.918376308,2.930166225,-4.964750621,-4.764085002,0.107743934,0.057018716,0.043861251,0.075555086,0.788843527,0.950518355,0.994384803,0.993735909,0.999480188,0.964971602,0.475103825,0.007931223,0.811866701,96.39162056,-0.386811438,3.970724456,0.999944568,0.30652684,0.237634987,0.001664107,0.007487052,0.60413003,0.059095979,0.96759963,0.996038079,1.50E-06,0.315655828,3.12E-08,0.988227069,0.816883028,10.27228742,1.250368079,1.154829847,3.856134182,4.671001752,4.255184096,0.087131239,0.59005785,0.894665062,0.661427259,0.487652838,0.779816329,0.858072102,0.715563178,0.390098721,0.995104909,0.72424686,0.366881281,0.019375594,0.198412567,0.076396406,0.02695832,0.908805072,0.030731032,0.586747348,0.468923271,0.978862643,0.487472832,0.357954919,0.5046525,0.80879885,0.681569099,0.323778033,0.927268147,0.368842185,0.85561496,0.966763735,0.846781611
Flavonols,360.08,343.4449602,1.048435825,8,3,118.59,4,3,10,8,0,18,0.222222222,0,0,0.65,2.584,0.167,20,1.524,0,0,0,0,-3.88920592,2.184178145,2.221505178,215.797821,335.0486164,6.687260884,4.355626991,-5.242166461,-4.801802057,0.129665866,0.672230363,0.231690928,0.017493606,0.067456305,0.282092929,0.986281674,0.448655695,0.98630476,0.99199158,0.995390296,0.006768254,0.956134439,97.57700813,-0.525729593,2.014048577,0.999757111,0.985058904,0.113926515,0.124434583,0.080868706,0.638117969,0.021006018,0.993036926,0.984439194,0.01652465,0.220747873,8.95E-05,0.952346087,0.8455109,2.980966478,1.77828822,1.050388576,3.563838173,4.328246341,3.779765296,0.042964149,0.46416679,0.647741318,0.533793032,0.438604474,0.458260268,0.647676408,0.643714786,0.154890031,0.97036463,0.814635634,0.378046274,0.080201417,0.141832128,0.187296852,0.138915449,0.577472389,0.132314965,0.334290117,0.472322315,0.991166174,0.484558672,0.245875925,0.749639571,0.89349252,0.509507,0.223683402,0.905624747,0.698828042,0.842045605,0.993610442,0.95637393
Flavonols,396.02,344.9424681,1.14807551,10,4,163.73,4,3,10,11,0,20,0.2,0,0,0.478,2.68,0.062,22,1.497,0,0,0,0,-3.317620808,1.508249808,0.993679559,226.7089511,346.6356884,4.560845998,4.867942766,-5.532415336,-4.868980677,0.302132964,0.062198941,0.002528707,0.193823993,0.111821294,0.878471583,0.960996494,0.996343553,0.999867558,0.968762577,0.94656539,6.13E-05,0.406802267,96.19223281,-0.749012563,2.968056094,0.135777786,0.003005761,0.001031068,0.00129134,0.03820635,0.994781673,4.52E-05,0.238413572,0.056601301,7.04E-07,0.013196828,5.09E-09,0.989017725,0.71634537,2.417603051,1.555118891,0.522469337,3.141259961,4.24878056,3.876416804,0.014268716,0.105199628,0.973311663,0.299018264,0.216824085,0.913054407,0.918620169,0.376629949,0.5529145,0.9833951,0.76289922,0.489045441,0.006801569,0.106131129,0.057874966,0.060349524,0.998285472,0.029344544,0.034274451,0.490823179,0.443002701,0.487857193,0.024545984,0.006693549,0.867643058,0.229008421,0.019886054,0.216028214,0.016851146,0.006393887,0.471562117,0.036812168
Cinnamic acids and derivatives,312.05,285.5046378,1.092976991,9,5,161.59,7,1,6,9,0,10,0.7,1,0,0.146,3.248,0.154,22,1.096,0,0,0,0,-2.349648339,0.982967052,-0.118844231,214.3379238,283.9860872,3.602086713,4.543243186,-6.396997173,-5.113909425,0.99863857,4.29E-06,0.008672488,0.782225043,0.991963851,0.999615164,0.999741251,0.945021272,0.99974817,0.022802137,0.001180207,0.001475269,0.837726355,56.49821731,-0.558856192,40.79551706,8.32E-05,4.02E-18,2.35E-05,3.46E-12,0.006637807,0.002352027,3.12E-07,3.25E-06,1.22E-06,2.07E-06,1.75E-06,4.08E-12,0.11977002,0.510396004,2.934395222,2.375334505,0.49185958,3.171968636,4.429569236,3.993202665,0.01428893,0.238771006,0.612487793,0.13431488,0.093902364,0.330908567,0.951225996,0.03089194,0.000243768,0.436713606,0.098763078,0.328285694,0.037191555,0.960566401,0.010762553,0.401348978,0.510471046,0.007902755,0.024170619,0.069974557,0.001550628,0.068202823,0.031942781,0.004264027,0.092600659,0.016271949,0.002783417,0.763474286,0.017791294,0.041824158,0.025177017,0.322739899
Flavones,300.06,291.2725358,1.030169216,6,3,100.13,2,3,10,6,0,18,0.111111111,0,0,0.672,2.389,0.062,18,1.485,0,0,0,0,-3.979150967,2.312874282,2.583880203,277.6879799,396.3895583,7.781195888,4.22650703,-4.988689956,-4.775775958,0.361917436,0.038241304,0.193756253,0.002151012,0.33380568,0.552811831,0.980422294,0.958337843,0.985503852,0.857625365,0.567955256,0.020109849,0.699959338,97.1846109,-0.538755999,2.350360804,0.997648776,0.12630032,0.205842689,0.000317577,0.001811035,0.745480657,0.000232679,0.99858427,0.999531627,0.000195154,0.004951619,1.51E-09,0.99943608,0.372721255,5.385071891,1.195672405,1.127681522,3.655447585,4.375490639,3.961613242,0.086021706,0.502081513,0.609409094,0.529338956,0.473955691,0.766544878,0.732706606,0.688863754,0.414115965,0.995197475,0.745928884,0.40492627,0.092615545,0.103492983,0.088958472,0.047932856,0.944623411,0.055618174,0.328110605,0.726904571,0.972557962,0.566027343,0.134941235,0.933397532,0.988512754,0.933691263,0.563059151,0.969481826,0.808356643,0.485571057,0.999474823,0.988140106
Flavones,270.05,265.1863236,1.0183406,5,3,90.9,1,3,10,5,0,18,0.055555556,0,0,0.591,2.22,0,17,1.136,0,0,0,0,-4.280210866,2.204080832,2.192714713,325.5111718,406.2953921,8.396233559,2.840793892,-5.008882452,-4.757571456,0.447916538,0.002247224,0.26391679,0.026482701,0.958703771,0.990429578,0.998255738,0.885686398,0.992348433,0.92942363,0.340283126,0.009542042,0.849558949,94.02852719,-0.430642022,6.741385214,0.948049009,0.104242399,0.043203916,0.040517494,0.009447939,0.494206995,0.020836391,0.988217413,0.998373628,6.11E-05,0.31297338,3.81E-07,0.999880314,0.645619094,10.55282067,1.735847579,1.222922425,3.924111346,4.583887434,4.303300841,0.085546352,0.54465729,0.741187572,0.621820211,0.439852953,0.862592816,0.868548691,0.729212582,0.505689025,0.997024477,0.627517521,0.350648165,0.034983777,0.152869195,0.052584045,0.019100714,0.994797468,0.023157796,0.495174468,0.680746734,0.987110496,0.685926616,0.517848313,0.866887987,0.962357998,0.968329012,0.529935539,0.981677473,0.649291575,0.885482252,0.994511366,0.95448482
Flavonols,238.06,247.6058697,0.961447321,3,1,50.44,1,3,10,3,0,18,0.055555556,0,0,0.708,1.806,0,15,0.641,0,0,0,0,-3.057808232,2.324649449,2.686982836,156.9862785,326.2396777,4.769318241,-0.887752918,-4.718723013,-4.69995082,0.362476051,0.989189506,0.018391974,0.007932782,0.024068117,0.556601614,0.805634186,0.975441992,0.998193562,0.894205809,0.991978884,0.336796165,0.770847619,98.30333522,-0.521885114,0.824191705,0.995717585,0.284016728,0.96710825,0.005714221,0.974838376,0.960443437,0.07985647,0.653921127,0.003371661,0.103905,0.3718656,0.033694703,0.974721134,0.907462299,5.599452758,1.03309292,1.178143491,4.298361695,5.04780923,4.783019046,0.11739818,0.497275978,0.865605772,0.53567332,0.451272249,0.464387178,0.555286348,0.728702307,0.689810336,0.987533212,0.608326018,0.483410001,0.246868283,0.113811791,0.219576001,0.113023452,0.597948253,0.039473165,0.13196598,0.215343282,0.941017985,0.113824762,0.231655478,0.433272421,0.781935453,0.199600264,0.844072163,0.881094277,0.602977097,0.764594376,0.979933381,0.737044573
Flavones,388.12,378.0369306,1.026672181,8,1,96.59,6,3,10,8,0,18,0.333333333,0,0,0.688,2.537,0.25,20,1.14,0,0,0,0,-3.3187396,2.240916796,1.89286122,148.7399918,309.9146594,7.664766332,4.719401888,-4.920551191,-4.688134314,0.048895042,0.626850069,0.088888355,0.012506545,0.255790472,0.171424568,0.97420367,0.975777268,0.999738038,0.989053071,0.9833529,0.032761417,0.988144755,94.54050765,-0.38350324,5.118492493,0.997323334,0.485003442,0.92468977,0.954150856,0.542611659,0.517724574,0.001260926,0.989203513,0.875679433,0.94246906,0.236676276,0.001587676,0.980708301,0.568369925,7.294004533,1.418518593,1.687050138,4.087075566,4.728575826,4.079629201,0.124170028,0.583825469,0.71937573,0.359794289,0.385720909,0.423680246,0.756456792,0.771861851,0.394975394,0.91747421,0.759605527,0.406318724,0.409864813,0.183084145,0.373511881,0.186408237,0.143424809,0.138483346,0.253616124,0.519827425,0.973943353,0.487953275,0.122594982,0.663753033,0.239033952,0.04792783,0.014120403,0.708489478,0.710349143,0.657051921,0.977083445,0.953028917
Flavones,402.13,395.3329158,1.017193317,8,0,85.59,7,3,10,8,0,18,0.388888889,0,0,0.594,2.45,0.286,20,0.837,0,0,1,0,-3.571810046,2.423737497,2.103457069,141.2060017,324.8363384,8.27703841,4.927460006,-4.491976362,-4.53740904,0.019979144,0.937469661,0.097694546,0.053856671,0.122726202,0.077167511,0.897391014,0.892912567,0.999192894,0.991322994,0.998225629,0.048887059,0.97390151,94.59339611,-0.16102635,5.140311774,0.808673918,0.770738065,0.312792659,0.88591814,0.582934797,0.066530518,0.000211151,0.966724873,0.625498176,0.999085426,0.765402615,0.009508886,0.96939528,0.586905718,6.976006456,1.705195379,2.055299563,3.663263101,4.804576278,4.060227088,0.15785417,0.568925798,0.758292019,0.338002175,0.365069956,0.336564898,0.597644091,0.813937247,0.582636118,0.896618247,0.741492748,0.428083897,0.606877744,0.194984406,0.513300776,0.23799552,0.068849415,0.132212579,0.148643464,0.40723905,0.975394249,0.514913023,0.028815871,0.155757338,0.242946014,0.002852552,0.001810411,0.360625446,0.535926044,0.186105341,0.858956099,0.751415789
Cinnamic acids and derivatives,342.13,327.9552845,1.043221488,8,5,128.84,6,2,6,8,0,13,0.461538462,5,0,0.44,3.63,0.5,47.833,1.963,0,0,0,0,-1.712251587,-0.020495568,-0.607450189,179.4796587,331.3003723,8.14824575,4.875379726,-5.951251973,-5.104637323,0.99398309,5.35E-05,0.621810138,0.989488688,0.860082418,0.987064448,0.98673152,0.006835745,0.910280883,0.427437931,0.106939986,0.026678292,0.495699167,55.63214069,-0.481000204,49.24870646,2.03E-10,3.87E-07,1.19E-11,0.000492008,1.38E-08,0.801268339,4.21E-07,0.414370656,1.58E-05,0.002690047,0.000577304,2.60E-12,0.031920809,0.003170839,3.051347421,2.148034383,0.215820269,2.387412268,4.344232194,3.169265979,0.08239276,0.315639794,0.143582255,0.728506029,0.176227793,0.071901716,0.878869236,0.313037366,0.000155191,0.523608983,0.109206304,0.617774248,0.592612743,0.959458411,0.068848647,0.261144936,0.012369389,0.076955676,0.085367851,0.126120448,0.002446017,0.315445065,0.017924931,0.002476604,0.028751811,0.001064325,6.24E-06,0.370511025,0.00072111,0.005784356,0.001401632,0.00665872
Flavones,372.12,369.2467037,1.007781508,7,0,76.36,6,3,10,7,0,18,0.333333333,0,0,0.655,2.374,0.25,19,0.831,0,0,0,0,-4.134784332,2.687496725,2.445948843,138.3453587,317.532114,8.772649198,3.421975948,-4.50015108,-4.554296579,0.063497305,0.866725981,0.081017457,0.048604012,0.26809144,0.196979284,0.909367435,0.867759526,0.997738123,0.926853001,0.988360405,0.19322747,0.978442252,93.36651835,-0.257738167,5.650006711,0.739274144,0.485009402,0.526562691,0.126756072,0.820549011,0.201216906,0.024419,0.989731967,0.887453139,0.980764031,0.89523077,0.000454028,0.999983788,0.891138852,6.882460176,0.903530944,1.884818177,3.713075312,5.072154887,4.208823453,0.207054839,0.576991975,0.884977579,0.417849541,0.347687572,0.432695895,0.497802764,0.845137656,0.352799147,0.880020142,0.774271905,0.427663535,0.586920559,0.191012323,0.479628682,0.27908352,0.127092659,0.130858198,0.176876247,0.462709069,0.984482527,0.567229629,0.113822684,0.629774213,0.441081882,0.030409183,0.015010849,0.606023133,0.762154639,0.500721991,0.942456365,0.908876181
Flavones,328.09,325.8645063,1.006829506,6,1,78.13,4,3,10,6,0,18,0.222222222,0,0,0.792,2.176,0.167,18,0.989,0,0,0,0,-4.747964874,2.902744233,2.817715517,184.2078941,329.4797459,8.211388501,3.875222013,-4.94352721,-4.657994815,0.035896815,0.959849536,0.208123013,0.200844467,0.239213109,0.319617033,0.948452674,0.980809212,0.999103189,0.971967459,0.979150116,0.022568291,0.900697649,96.17174975,-0.524320393,3.00751279,0.957347155,0.482402503,0.632081985,0.016743558,0.031771947,0.957862377,0.030030137,0.998322546,0.980383098,0.101422131,0.00329793,2.66E-05,0.99998939,0.886508405,5.574974756,0.874035245,1.203063509,3.827149511,4.72723814,4.178930105,0.144038588,0.474515706,0.870201826,0.587558508,0.413169771,0.645507157,0.415661931,0.786856055,0.442668647,0.980979264,0.803468823,0.428989142,0.265156865,0.135399878,0.297988802,0.17548646,0.605275154,0.093215227,0.173232853,0.453223765,0.988101482,0.697726965,0.228555486,0.449640393,0.754216969,0.100532956,0.102434434,0.818955779,0.874371171,0.65246433,0.972144663,0.939827383
